Document Title,Accession Number,Addressee Affiliation,Addressee Name,Author Name,AuthorAffiliation,Document Date,Docket Number,Document Type,Document/Report,Size
"LER 13-002-00 for Waterford, Unit 3, Regarding Emergency Feedwater System Flow Control Valve Fails To Close Due To Valve Positioner Failure.",ML13081A434,"NRC/Document Control Desk,NRC/NRR",,Fugate C W,"Entergy Operations, Inc",03/22/2013,05000382,"Letter,Licensee Event Report (LER)",LER 13-002-00,190.3 Kb
"LER 08-004-01 for Waterford, Unit 3 Regarding Loose Intercell Connecting Bolts on 125 vdc Station Battery (Revised).",ML101800330,"NRC/Document Control Desk,NRC/NRR",,Steelman W J,Entergy Nuclear South,06/02/2010,05000382,"Letter,Licensee Event Report (LER)",LER 08-004-01,184.01 Kb
"LER 08-004-01 for Waterford 3, Unit 3 Regarding Loose Intercell Connecting Bolts on 125 vdc Station Battery (Revised).",ML101540381,"NRC/Document Control Desk,NRC/NRR",,Steelman W J,Entergy Nuclear South,06/02/2010,05000382,"Letter,Licensee Event Report (LER)",LER 08-004-01,182.81 Kb
"LER 13-003-00 for Waterford Steam Electric Station, Unit 3, Regarding Failure to Test Manual Handwheels on Air Operated Valves.",ML13204A043,"NRC/Document Control Desk,NRC/NRR",,Pellegrin B J,"Entergy Operations, Inc",07/22/2013,05000382,"Letter,Licensee Event Report (LER)",LER 13-003-00,176.41 Kb
"LER 12-005-00 for Waterford 3, Regarding Calibration Drift of I/P Transducer Causes Inoperability of Safety Related System.",ML12214A257,"NRC/NRR,NRC/Document Control Desk",,Jacobs D,"Entergy Nuclear South,Entergy Operations, Inc",07/31/2012,05000382,"Letter,Licensee Event Report (LER)",LER 12-005-00,164.04 Kb
"LER 14-004-01 for Waterford 3 Steam Electric Station, Regarding Emergency Diesel Generators Rendered Inoperable By Potential Water Intrusion Into Diesel Fuel Oil Feed Tanks.",ML15047A018,"NRC/Document Control Desk,NRC/NRR",,Jarrell J P,"Entergy Operations, Inc",02/16/2015,05000382,"Letter,Licensee Event Report (LER)",LER 14-004-01,162.37 Kb
"LER 12-005-01 for Waterford, Unit 3, Regarding Valve Degradation Causes Inoperability of Safety Related System.",ML12276A111,"NRC/NRR,NRC/Document Control Desk",,Jacobs D,"Entergy Operations, Inc",10/01/2012,05000382,"Letter,Licensee Event Report (LER)",LER 12-005-01,162.04 Kb
"LER 12-005-02 for Waterford 3 Steam Electric Station, ""Valve Degradation Causes Inoperability of Safety Related System"".",ML13025A167,"NRC/NRR,NRC/Document Control Desk",,Jacobs D,"Entergy Operations, Inc",01/25/2013,05000382,"Letter,Licensee Event Report (LER)",LER 12-005-02,161.5 Kb
LER 13-005-00 for Waterford Unit 3 re Emergency Diesel Generator Inoperable Due to Room Exhaust Fan Failure.,ML13254A168,"NRC/Document Control Desk,NRC/NRR",,Pellegrin B J,"Entergy Operations, Inc",09/11/2013,05000382,"Letter,Licensee Event Report (LER)",LER 13-005-00,152.64 Kb
"LER 13-001-00 for Waterford Steam Electric Station, Unit 3, ""Main Feedwater Regulating Valve Closure Results in Automatic Reactor Trip"".",ML13081A143,"NRC/NRR,NRC/Document Control Desk",,Fugate C W,"Entergy Operations, Inc",03/21/2013,05000382,"Letter,Licensee Event Report (LER)",LER 13-001-00,152.21 Kb
LER 12-007-00 for Waterford 3 Regarding Inoperability of a Safety Related Valve Due to Backup Air Accumulator Leakage.,ML13002A231,"NRC/Document Control Desk,NRC/NRR",,Fugate C W,"Entergy Operations, Inc",12/31/2012,05000382,"Letter,Licensee Event Report (LER)",LER 12-007-00,149.98 Kb
"LER 11-003-00 for Waterford, Unit 3, Regarding Emergency Diesel Generator Output Breaker Failed to Automatically Close During Surveillance Testing.",ML111810100,"NRC/NRR,NRC/Document Control Desk",,Steelman W J,Entergy Nuclear South,06/29/2011,05000382,"Letter,Licensee Event Report (LER)",LER 11-003-00,148.43 Kb
"LER 12-004-00 for Waterford, Unit 3, Regarding Essential Chiller Oil Leak Creates Unanalyzed Past Operability Condition.",ML12174A161,"NRC/NRR,NRC/Document Control Desk",,Jacobs D,"Entergy Nuclear South,Entergy Operations, Inc",06/21/2012,05000382,"Letter,Licensee Event Report (LER)",LER 12-004-00,143.77 Kb
"LER 11-002-00 for Waterford 3, Regarding Main Feedwater Isolation Valve ""A"" Failed Surveillance Requirement.",ML111580600,"NRC/NRR,NRC/Document Control Desk",,Steelman W J,Entergy Nuclear South,06/06/2011,05000382,"Letter,Licensee Event Report (LER)",LER 11-002-00,139.91 Kb
"LER 13-006-00 for Waterford, Unit 3, Regarding Failure of Credited Operator for Air Operated Valve Causes Train Past Inoperability.",ML13305B037,"NRC/Document Control Desk,NRC/NRR",,Pellegrin B J,"Entergy Operations, Inc",10/31/2013,05000382,"Letter,Licensee Event Report (LER)",LER 13-006-00,136 Kb
"Waterford Steam Electric Station, Unit 3, Submittal of Special Report SR-12-001-00, Primary Met. Tower Upper Level Wind Speed Instrument Inoperable for Greater than 7 Days.",ML12262A320,"NRC/NRR,NRC/Document Control Desk",,Mason M E,"Entergy Operations, Inc",09/17/2012,05000382,"Letter,Licensee Event Report (LER)",SR-12-001-00,90.64 Kb
"Waterford, Unit 3, Special Report SR 13-001-00 Fuel Handling Building Wide Range Gas Radiation Monitor PRMIR3032 Inoperable for Greater Than 7 Days.",ML13024A204,"NRC/Document Control Desk,NRC/NRR",,Fugate C W,"Entergy Operations, Inc",01/24/2013,05000382,"Letter,Licensee Event Report (LER)",SR 13-001-00,58.7 Kb
