Document Title,Accession Number,Addressee Affiliation,Addressee Name,Author Name,AuthorAffiliation,Document Date,Docket Number,Document Type,Document/Report,Size
LER 12-001-01 for Fort Calhoun Station Regarding Inadequate Flooding Protection Procedure.,ML13137A374,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,05/17/2013,05000285,"Letter,Licensee Event Report (LER)",LER 12-001-01,137.79 Kb
LER 13-007-00 for Fort Calhoun Station Regarding Containment Air Cooling Units (VA-16A/B) Seismic Criteria.,ML13156A060,"NRC/NRR,NRC/Document Control Desk",,Cortopassi L P,Omaha Public Power District,06/04/2013,05000285,"Letter,Licensee Event Report (LER)",LER 13-007-00,426.28 Kb
"LER 13-008-00 for the Fort Calhoun Station, ""Previously Installed GE IAV Relays Failed Seismic Testing"".",ML13158A138,"NRC/NRR,NRC/Document Control Desk",,Cortopassi L P,Omaha Public Power District,06/07/2013,05000285,"Letter,Licensee Event Report (LER)",LER 13-008-00,138.41 Kb
LER 13-009-00 for Fort Calhoun Station Regarding Tornado Missile Vulnerabilities.,ML13168A376,"NRC/NRR,NRC/Document Control Desk",,Cortopassi L P,Omaha Public Power District,06/14/2013,05000285,"Letter,Licensee Event Report (LER)",LER 13-009-00,130.31 Kb
LER 10-003-00 for Fort Calhoun Station Regarding Inadequate Margin Renders Auxiliary Feedwater Pump Inoperable.,ML13176A045,"NRC/Document Control Desk,NRC/NRR",,Reinhart J A,Omaha Public Power District,08/10/2010,05000285,"Letter,Licensee Event Report (LER)",LER 10-003-00,483.53 Kb
LER 12-016-01 for Fort Calhoun Station Regarding Unanalyzed Charging System Socket Welds to the Reactor Coolant System.,ML13176A407,"NRC/NRR,NRC/Document Control Desk",,Cortopassi L P,Omaha Public Power District,06/25/2013,05000285,"Letter,Licensee Event Report (LER)",LER 12-016-01,177.47 Kb
"LER 13-002-01 for Fort Calhoun Station, Regarding CVCS Class 1 & 2 Charging Supports are Unanalyzed.",ML13182A689,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,06/28/2013,05000285,"Letter,Licensee Event Report (LER)",LER 13-002-01,440.47 Kb
LER 12-002-01 for Fort Calhoun Regarding Inadequate Qualifications for Containment Penetrations Renders Containment Inoperable.,ML13184A270,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,07/02/2013,05000285,"Letter,Licensee Event Report (LER)",LER 12-002-01,296.98 Kb
LER 13-010-00 for Fort Calhoun Regarding HPSI Pump Flow Imbalance.,ML13186A011,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,07/02/2013,05000285,"Letter,Licensee Event Report (LER)",LER 13-010-00,125.38 Kb
"LER 13-005-01 for Fort Calhoun Station, Regarding Control Room HVAC Modification Not Properly Evaluated.",ML13213A069,"NRC/NRR,NRC/Document Control Desk",,Cortopassi L P,Omaha Public Power District,07/31/2013,05000285,"Letter,Licensee Event Report (LER)",LER 13-005-01,815.49 Kb
"LER 13-011-00 for the Fort Calhoun Station, ""Inadequate Design for High Energy Line Break in Rooms 13 and 19 of the Auxiliary Building"".",ML13225A367,"NRC/NRR,NRC/Document Control Desk",,Cortopassi L P,Omaha Public Power District,08/12/2013,05000285,"Letter,Licensee Event Report (LER)",LER 13-011-00,218.35 Kb
LER 13-007-01 for Fort Calhoun Station Regarding Containment Air Cooling Unit (VA-16A/B) Seismic Criteria.,ML13231A016,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,08/16/2013,05000285,"Letter,Licensee Event Report (LER)",LER 13-007-01,180.75 Kb
LER 13-006-01 for Fort Calhoun Station Regarding Use of Teflon in LPSI and CS Pump Mechanical Seal.,ML13239A120,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,08/26/2013,05000285,"Letter,Licensee Event Report (LER)",LER 13-006-01,1.15 Mb
"LER 12-015-01, Fort Calhouns Station re Electrical Equipment Impacted by High Energy Line Break Outside Containment.",ML13274A635,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,09/30/2013,05000285,"Letter,Licensee Event Report (LER)",LER 12-015-01,804.98 Kb
LER 13-012-00 for Fort Calhoun Station Regarding Intake Structure Crane Seismic Qualification.,ML13274A638,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,09/30/2013,05000285,"Letter,Licensee Event Report (LER)",LER 13-012-00,460.65 Kb
LER 13-010-01 for Fort Calhoun Station Regarding HPSI Pump Flow Imbalance.,ML13298A169,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,10/23/2013,05000285,"Letter,Licensee Event Report (LER)",LER 13-010-01,1.46 Mb
"LER 12-009-01 for Fort Calhoun Station, ""Inoperable Equipment due to Lack of Environmental Qualifications"".",ML13308C235,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,10/31/2013,05000285,"Letter,Licensee Event Report (LER)",LER 12-009-01,4.91 Mb
LER 13-015-00 for Fort Calhoun Station Regarding Unqualified Coating used as a Water Tight Barrier in Rooms 81 and 82.,ML13317A929,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,11/12/2013,05000285,"Letter,Licensee Event Report (LER)",LER 13-015-00,5.71 Mb
"LER 13-003-01, for Fort Calhoun Station Regarding Calculations Indicate the HPSI Pumps will Operate in Run-out During a DBA.",ML13333A673,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,11/27/2013,05000285,"Letter,Licensee Event Report (LER)",LER 13-003-01,8.91 Mb
"LER 13-013-00 for Fort Calhoun Station, ""Unqualified Components used in Safety System Control Circuit"".",ML13337A451,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,12/02/2013,05000285,"Letter,Licensee Event Report (LER)",LER 13-013-00,424.79 Kb
LER 13-001-01 For Fort Calhoun Station Regarding Mounting of GE HFA Relays does not Meet Seismic Requirements.,ML13338A610,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,12/05/2013,05000285,"Letter,Licensee Event Report (LER)",LER 13-001-01,6.66 Mb
LER 12-017-02 for Fort Calhoun Station Regarding Containment Valve Actuators Design Temperature Ratings Below those Required for Design Basis Accidents.,ML13343A189,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,12/06/2013,05000285,"Letter,Licensee Event Report (LER)",LER 12-017-02,11.07 Mb
LER 13-014-00 for Fort Calhoun Station Regarding Unqualified Components used in Safety System Control Circuit.,ML13353A471,"NRC/Document Control Desk,NRC/NRR",,Cortopassi L P,Omaha Public Power District,12/18/2013,05000285,"Letter,Licensee Event Report (LER)",LER 13-014-00,5.87 Mb
