Document Title,Accession Number,Addressee Affiliation,Addressee Name,Author Name,AuthorAffiliation,Document Date,Docket Number,Document Type,Document/Report,Size
LER 09-003-01 for Columbia Regarding Manual Reactor Scram Due to a Fire Stemming from a Turbine Lube Oil Leak.,ML100830091,"NRC/Document Control Desk,NRC/NRR",,Oxenford W S,Energy Northwest,03/16/2010,05000397,"Letter,Licensee Event Report (LER)",LER 09-003-01,417.81 Kb
LER 02-005-00 From Columbia Generating Station Regarding Main Steam Leakage Control Fan Potentially Inoperable During a Design Basis Accident Due to Undersized Thermal.,ML030650916,"NRC/Document Control Desk,NRC/NRR",,Atkinson D K,Energy Northwest,02/25/2003,05000397,"Letter,Licensee Event Report (LER)",LER 02-005-00,411.42 Kb
LER 09-003-00 for Columbia Re: Manual Reactor Scram Due to a Fire Stemming from a Turbine Lube Oil Leak.,ML092440792,"NRC/Document Control Desk,NRC/NRR",,Oxenford W S,Energy Northwest,08/20/2009,05000397,Licensee Event Report (LER),LER 09-003-00,410.61 Kb
LER 14-001-01 for Columbia Generating Station Regarding Secondary Containment Pressure Exceeded.,ML14161A144,"NRC/Document Control Desk,NRC/NRR",,Javorik A L,Energy Northwest,05/29/2014,05000397,"Letter,Licensee Event Report (LER)",LER 14-001-01,407.72 Kb
LER 05-004-00 for Columbia Generating Station re Reactor Scram During Plant Startup Due to Reactor Feedwater Pump Trip.,ML052420488,"NRC/Document Control Desk,NRC/NRR",,Oxenford W S,Energy Northwest,08/22/2005,05000397,"Letter,Licensee Event Report (LER)",LER 05-004-00,402.35 Kb
"LER-07-002-00 for Columbia Generating Station, re Discrepancy in Special Nuclear Material Inventory.",ML071630243,"NRC/Document Control Desk,NRC/NRR",,Oxenford W S,Energy Northwest,05/31/2007,05000397,"Letter,Licensee Event Report (LER)",LER-07-002-00,389.62 Kb
LER 07-005-00 for Columbia regarding Inoperable Diesel Generator Due to Inadequate Procedure that Caused Potential Transformer Fuses to Clear During Shut Down of the Diesel.,ML080510532,"NRC/Document Control Desk,NRC/NRR",,Atkinson D K,Energy Northwest,02/07/2008,05000397,"Letter,Licensee Event Report (LER)",LER 07-005-00,386.19 Kb
"LER 03-003-00, Columbia Shutdown Cooling Isolation Caused by Deenergization of Wrong Relay During Work Activity.",ML032130528,"NRC/Document Control Desk,NRC/NRR",,Webring R L,Energy Northwest,07/17/2003,05000397,Licensee Event Report (LER),LER 03-003-00,379.77 Kb
"WNP-2,Unit Trip & Reactor Scram Due to Protective Relay Control Circuit Failure,Licensee Event Report",ML003736626,NRC/OCIO/IMD/RMB,,"Rhoads J E,Smith G O",Energy Northwest,07/26/2000,05000397,Licensee Event Report (LER),LER 00-003-00,372 Kb
"WNP-2, LICENSEE EVENT REPORT NO. 2000-001-00",ML003690024,NRC/OCIO/IMD/RMB,,"Schill F A,Smith G O",Energy Northwest,03/01/2000,05000397,"Letter,Licensee Event Report (LER)",LER 00-001-00,365.95 Kb
LER 14-002-00 for Columbia Regarding Unanalyzed Condition Resulting from Direct Current (DC) Ammeter Circuits Without Overcurrent Protection.,ML14135A048,"NRC/Document Control Desk,NRC/NRR",,Hettel W G,Energy Northwest,05/02/2014,05000397,"Letter,Licensee Event Report (LER)",LER 14-002-00,359.16 Kb
"LER 06-002-00 from Columbia Generating Station, regarding Shutdown Cooling Isolation Due to Inadequate Procedure Step.",ML070090481,"NRC/Document Control Desk,NRC/NRR",,Atkinson D K,Energy Northwest,01/02/2007,05000397,"Letter,Licensee Event Report (LER)",LER 06-002-00,346.25 Kb
LER 12-005-00 for Columbia Regarding Violation of Technical Specifications Due to the Failure to Enter the Appropriate Technical Specification.,ML12321A009,"NRC/Document Control Desk,NRC/NRR",,Hettel W G,Energy Northwest,11/01/2012,05000397,"Letter,Licensee Event Report (LER)",LER 12-005-00,338.3 Kb
LER 09-005-00 for Columbia Regarding Manual Reactor Scram due to Main Turbine DEH Control System Fluid Leak.,ML100120458,"NRC/Document Control Desk,NRC/NRR",,Oxenford W S,Energy Northwest,01/04/2010,05000397,Licensee Event Report (LER),LER 09-005-00,336.27 Kb
"LER 09-004-01 for Columbia Generating Station, Regarding 6.9 kV Non-Segregated Electrical Bus Failure.",ML11145A114,"NRC/Document Control Desk,NRC/NRR",,Sawatzke B J,Energy Northwest,05/16/2011,05000397,"Letter,Licensee Event Report (LER)",LER 09-004-01,330.31 Kb
LER 08-001-01 for Columbia Regarding Reactor Scram Due to Failed Compression Fitting.,ML100830086,"NRC/Document Control Desk,NRC/NRR",,Oxenford W S,Energy Northwest,03/16/2010,05000397,"Letter,Licensee Event Report (LER)",LER 08-001-01,330.24 Kb
LER 09-004-00 for Columbia Regarding 6.9 kV Non-Segregated Electrical Bus Failure.,ML092870468,"NRC/Document Control Desk,NRC/NRR",,Gambhir S K,Energy Northwest,10/05/2009,05000397,"Letter,Licensee Event Report (LER)",LER 09-004-00,329.01 Kb
"LER 09-001-00, Columbia Generating Station, re Reactor Scram Due to Turbine Control System Trip Header Depressurization.",ML091110297,"NRC/Document Control Desk,NRC/NRR",,Gambhir S K,Energy Northwest,04/09/2009,05000397,"Letter,Licensee Event Report (LER)",LER 09-001-00,327.28 Kb
LER 13-004-01 for Columbia Generating Station re Jumper makes Suppression Pool Spray Valve Remote Transfer Switch Inoperable.,ML13290A152,"NRC/Document Control Desk,NRC/NRR",,Hettel W G,Energy Northwest,10/04/2013,05000397,"Letter,Licensee Event Report (LER)",LER 13-004-01,326.08 Kb
LER 07-004-00 for Columbia re Reactor Scram Due to Tripped Condensate Booster Pump.,ML072410391,"NRC/Document Control Desk,NRC/NRR",,Atkinson D K,Energy Northwest,08/21/2007,05000397,"Letter,Licensee Event Report (LER)",LER 07-004-00,326.01 Kb
"LER 14-004-00 for Columbia, Regarding TS Surveillance 3.7.1.1 Compliance, UHS Spray Pond Level.",ML14296A383,"NRC/Document Control Desk,NRC/NRR",,Hettel W G,Energy Northwest,10/09/2014,05000397,"Letter,Licensee Event Report (LER)",LER 14-004-00,324.77 Kb
LER 03-006-00 for Columbia Generating Station Regarding Failure to Restore Emergency Diesel Generator Within TS Completion Time & Subsequent Plant Shutdown.,ML031190233,"NRC/Document Control Desk,NRC/NRR",,Webring R L,Energy Northwest,04/17/2003,05000397,"Letter,Licensee Event Report (LER)",LER 03-006-00,320.61 Kb
"LER 02-001-00, Columbia Generating Station re Completion of Technical Specification Required Shutdown fo Comply with Technical Specification LCO 3.8.1 Required Actions of Condition F.",ML021130475,"NRC/Document Control Desk,NRC/NRR",,Webring R L,Energy Northwest,04/10/2002,05000397,"Letter,Licensee Event Report (LER)",LER 02-001-00,312.08 Kb
LER 09-001-01 for Columbia Regarding Reactor Scram Due to Turbine Control System Trip Header Depressurization.,ML100830088,"NRC/Document Control Desk,NRC/NRR",,Oxenford W S,Energy Northwest,03/16/2010,05000397,"Letter,Licensee Event Report (LER)",LER 09-001-01,311.15 Kb
LER 05-002-00 for Columbia Generating Station Regarding High Pressure Core Spray System Inoperability Due to Cracks in the Pump Motor's Upper Air Deflector.,ML051370438,"NRC/Document Control Desk,NRC/NRR",,Oxenford W S,Energy Northwest,05/10/2005,05000397,"Letter,Licensee Event Report (LER)",LER 05-002-00,310.58 Kb
"LER 04-002-00, Columbia Reactor Core Isolation Cooling Declared Inoperable Due to Relay Failure.",ML041180303,"NRC/Document Control Desk,NRC/NRR",,Webring R L,Energy Northwest,04/20/2004,05000397,"Letter,Licensee Event Report (LER)",LER 04-002-00,309.54 Kb
LER 04-008-00 for Columbia Generating Station regarding Reactor Core Isolation Cooling Isolation Due to Inadvertent Closure of Containment Isolation Valve.,ML050310349,"NRC/Document Control Desk,NRC/NRR",,Oxenford W S,Energy Northwest,01/18/2005,05000397,"Letter,Licensee Event Report (LER)",LER 04-008-00,305.11 Kb
"LER 10-002-00, for Columbia Generating Station, regarding LPCS Minimum Flow Valve Failed to Open Due to Premature Fuse Failure at the Solder Joint.",ML110550189,"NRC/Document Control Desk,NRC/NRR",,Sawatzke B J,Energy Northwest,02/17/2011,05000397,"Letter,Licensee Event Report (LER)",LER 10-002-00,302.78 Kb
"LER 03-008-00, Columbia Reactor Core Isolation due to Inadvertent Closure of Containment Isolation Valve During Testing.",ML032651013,"NRC/Document Control Desk,NRC/NRR",,Webring R L,Energy Northwest,09/05/2003,05000397,"Letter,Licensee Event Report (LER)",LER 03-008-00,302.65 Kb
"WNP-2, OPERATING LICENSE NPF-21,LICENSEE EVENT REPORT NO.1999-002-00",ML993410125,NRC/OCIO/IMD/RMB,,Webring R L,Washington Public Power Supply System,11/29/1999,05000397,Licensee Event Report (LER),LER 99-002-00,302.58 Kb
LER 05-006-00 for Columbia Generating Station re Detection of Contraband at Protected Area Access Control Checkpoint.,ML053490228,"NRC/Document Control Desk,NRC/NRR",,Oxenford W S,Energy Northwest,12/07/2005,05000397,"Letter,Licensee Event Report (LER)",LER 05-006-00,302.54 Kb
"LER 03-005-00, for Columbia Generating Station, Shutdown Cooling Isolation Caused by Procedure Deficiency.",ML032370515,"NRC/Document Control Desk,NRC/NRR",,Webring R L,Energy Northwest,08/14/2003,05000397,"Letter,Licensee Event Report (LER)",LER 03-005-00,298.57 Kb
"LER 13-002-00 for Columbia Generating Station, ""Main Control Room Cooler Failed Surveillance"".",ML13141A288,"NRC/Document Control Desk,NRC/NRR",,Javorik A,Energy Northwest,05/01/2013,05000397,"Letter,Licensee Event Report (LER)",LER 13-002-00,297.73 Kb
"LER 03-007-00, Columbia Automatic Reactor Scram due to a Main Transformer Differential Current Relay Actuation.",ML032550326,"NRC/Document Control Desk,NRC/NRR",,Webring R L,Energy Northwest,08/28/2003,05000397,"Letter,Licensee Event Report (LER)",LER 03-007-00,294.55 Kb
LER 09-002-00 for Columbia Generating Station Regarding Manual Reactor Scram due to Loss of Hydrogen Pressure in the Main Generator.,ML091950305,"NRC/Document Control Desk,NRC/NRR",,Gambhir S K,Energy Northwest,07/06/2009,05000397,"Letter,Licensee Event Report (LER)",LER 09-002-00,291.19 Kb
"WNP-2,Potential for Water Hammer Condition in Reactor Core Isolation Cooling System,Licensee Event Report",ML003738448,NRC/OCIO/IMD/RMB,,"Brownlee R E,Webring R L",Energy Northwest,07/31/2000,05000397,Licensee Event Report (LER),LER 00-002-01,290.58 Kb
LER 12-002-00 for Columbia Regarding Technical Specification Non-Compliance Due to Inadequate Procedure Guidance.,ML12088A035,"NRC/Document Control Desk,NRC/NRR",,Sawatzke B J,Energy Northwest,03/15/2012,05000397,"Letter,Licensee Event Report (LER)",LER 12-002-00,288.4 Kb
LER 13-007-01 for Columbia Generating Station Regarding Secondary Containment Pressure Exceeded During Severe Weather Conditions.,ML14160B127,"NRC/Document Control Desk,NRC/NRR",,Javorik A L,Energy Northwest,05/29/2014,05000397,"Letter,Licensee Event Report (LER)",LER 13-007-01,287.53 Kb
LER 09-002-01 for Columbia Regarding Manual Reactor Scram due to Loss of Hydrogen Pressure in the Main Generator.,ML100830089,"NRC/Document Control Desk,NRC/NRR",,Oxenford W S,Energy Northwest,03/17/2010,05000397,"Letter,Licensee Event Report (LER)",LER 09-002-01,287.07 Kb
LER 07-003-00 for Columbia Generating Station re Technical Specification Required Shutdown Due to Inoperable AC Electrical Power Subsystem.,ML071660182,"NRC/Document Control Desk,NRC/NRR",,Atkinson D K,Energy Northwest,06/07/2007,05000397,"Letter,Licensee Event Report (LER)",LER 07-003-00,285.37 Kb
LER 03-011-00 for Columbia Generating Station re: Vulnerability in Safeguards System that Could Allow Unauthorized or Undetected Access to Protected Area.,ML040020355,"NRC/Document Control Desk,NRC/NRR",,Coleman D W,Energy Northwest,12/22/2003,05000397,"Letter,Licensee Event Report (LER)",LER 03-011-00,284.67 Kb
"LER 13-007-00 for Columbia, Regarding Secondary Containment Pressure Exceeded During Severe Weather Conditions.",ML13310A306,"NRC/Document Control Desk,NRC/NRR",,Javorik A L,Energy Northwest,10/24/2013,05000397,"Letter,Licensee Event Report (LER)",LER 13-007-00,277.96 Kb
LER 13-005-00 for Columbia Generating Station Regarding Momentary loss of 115kV Offsite Power.,ML13234A339,"NRC/Document Control Desk,NRC/NRR",,Javorik A L,Energy Northwest,08/12/2013,05000397,"Letter,Licensee Event Report (LER)",LER 13-005-00,277.4 Kb
"LER 2000-002-00, ""Potential for a Water Hammer Condition in Reactor Core Isolation Cooling System.""",ML003690014,NRC/OCIO/IMD/RMB,,"Brownlee R E,Webring R L",Energy Northwest,03/02/2000,05000397,Licensee Event Report (LER),LER 00-002-00,277.31 Kb
"LER 03-004-00, for Columbia Generating Station re Condition Prohibited by Technical Specifications Limiting Condition for Operation 3.10.4.",ML032260643,"NRC/Document Control Desk,NRC/NRR",,Webring R L,Energy Northwest,08/07/2003,05000397,"Letter,Licensee Event Report (LER)",LER 03-004-00,276.89 Kb
LER 12-001-00 for Columbia Regarding DG-3 Inoperable for Longer than Allowed by TS Due to Failed Governor.,ML12031A193,"NRC/Document Control Desk,NRC/NRR",,Sawatzke B J,Energy Northwest,01/13/2012,05000397,"Letter,Licensee Event Report (LER)",LER 12-001-00,276.57 Kb
LER 04-001-00 for Columbia Regarding Unanticipated Inoperability of Both Control Room Emergency Filtration (CREF) Subsystems.,ML040910195,"NRC/Document Control Desk,NRC/NRR",,Atkinson D K,Energy Northwest,03/23/2004,05000397,"Letter,Licensee Event Report (LER)",LER 04-001-00,269.73 Kb
LER 11-002-00 for Columbia Generating Station Regarding Loss of Shutdown Cooling Due to Logic Card Failure.,ML11305A078,"NRC/Document Control Desk,NRC/NRR",,Sawatzke B J,Energy Northwest,10/25/2011,05000397,"Letter,Licensee Event Report (LER)",LER 11-002-00,268.61 Kb
LER 05-001-00 for Columbia Generating Station re Potential Breach of Secondary Containment Following Seismic Event.,ML051230321,"NRC/Document Control Desk,NRC/NRR",,Oxenford W S,Energy Northwest,04/21/2005,05000397,"Letter,Licensee Event Report (LER)",LER 05-001-00,265.52 Kb
"LER 12-001-01 for Columbia, Regarding DG-3 Inoperable for Longer than Allowed by TS Due to Failed Governor.",ML12083A291,"NRC/Document Control Desk,NRC/NRR",,Sawatzke B J,Energy Northwest,03/13/2012,05000397,"Letter,Licensee Event Report (LER)",LER 12-001-01,263.15 Kb
LER 11-001-00 for Columbia Generating Station Regarding Failure to follow Technical Specification during Control Rod Exercise.,ML11256A028,"NRC/Document Control Desk,NRC/NRR",,Sawatzke B J,Energy Northwest,08/29/2011,05000397,"Letter,Licensee Event Report (LER)",LER 11-001-00,261.86 Kb
LER 03-002-00 for Columbia Station re Vulnerability in a Safeguards System that Could have Allowed Unauthorized or Undetected Access to a Protected Area.,ML031710547,"NRC/Document Control Desk,NRC/NRR",,Coleman D W,Energy Northwest,06/13/2003,05000397,"Letter,Licensee Event Report (LER)",LER  03-002-00,261.68 Kb
"LER 99-003-00, ""Failure to Comply with the Technical Specification Bases Description of a Channel Check.""",ML003677728,"NRC/Document Control Desk,NRC/NRR",,"Schill F A,Webring R L",Energy Northwest,01/17/2000,05000397,"Letter,Licensee Event Report (LER)",LER 99-003-00,259.27 Kb
LER 01-002-00 for Columbia Generating Station regarding Non-Compliance with Technical Specification LCO 3.3.1.1 Due to a Scram Discharge Volume Level Instrument Isolation Valve Misconfiguration.,ML011780576,"NRC/Document Control Desk,NRC/NRR",,Smith G O,Energy Northwest,06/21/2001,05000397,Licensee Event Report (LER),LER 00-002-00,258.87 Kb
LER 06-001-00 for Columbia regarding Reactor Trip Due to Digital Electro-Hydraulic Control System Card Failure.,ML070090476,"NRC/Document Control Desk,NRC/NRR",,Oxenford W S,Energy Northwest,01/02/2007,05000397,"Letter,Licensee Event Report (LER)",LER 06-001-00,254.43 Kb
LER 13-001-00 for Columbia Generating Station  Regarding Secondary Containment Inoperable due to both Airlock Doors being Open.,ML13079A261,"NRC/Document Control Desk,NRC/NRR",,Hettel W G,Energy Northwest,03/08/2013,05000397,"Letter,Licensee Event Report (LER)",LER 13-001-00,253.74 Kb
LER 12-003-00 for Columbia Regarding Secondary Containment Pressure Exceeded During Plant Maintenance.,ML12277A386,"NRC/Document Control Desk,NRC/NRR",,Hettel W G,Energy Northwest,09/20/2012,05000397,"Letter,Licensee Event Report (LER)",LER 12-003-00,242.14 Kb
"LER 12-007-00, for Columbia Generating Station Regarding Secondary Containment Inoperable Due to Both Airlock Doors Being Open.",ML13070A008,"NRC/Document Control Desk,NRC/NRR",,Hettel W G,Energy Northwest,02/28/2013,05000397,"Letter,Licensee Event Report (LER)",LER 12-007-00,241.8 Kb
LER 03-009-00 for Columbia Generating Station Regarding Reactor Core Isolation Cooling Rendered Inoperable due to a 250 VDC Battery Cell not Meeting TS Requirements.,ML033030451,"NRC/Document Control Desk,NRC/NRR",,Webring R L,Energy Northwest,10/21/2003,05000397,"Letter,Licensee Event Report (LER)",LER 03-009-00,238.06 Kb
LER 10-001-00 for Columbia Regarding Failure of a Secondary Containment Isolation Valve to Fully Close.,ML102571397,"NRC/Document Control Desk,NRC/NRR",,Oxenford W S,Energy Northwest,08/26/2010,05000397,"Letter,Licensee Event Report (LER)",LER 10-001-00,232.52 Kb
LER 05-005-00 for Columbia Generating Station re Inoperable Standby Liquid Control Pump Due to Incorrect Fuse.,ML052780042,"NRC/Document Control Desk,NRC/NRR",,Oxenford W S,Energy Northwest,09/26/2005,05000397,"Letter,Licensee Event Report (LER)",LER 05-005-00,229.7 Kb
"LER 07-001-00 for Columbia Generating Station, regarding Automatic Depressurization System Logic Signal Instrument Inadvertently Disabled.",ML071420042,"NRC/Document Control Desk,NRC/NRR/ADRO/DORL",,Oxenford W S,Energy Northwest,05/15/2007,05000397,"Letter,Licensee Event Report (LER)",LER 07-001-00,228.76 Kb
LER 12-006-01 for Columbia Generating Station Regarding Both Visions of SDC Isolation Valves Made Inoperable.,ML13079A260,"NRC/Document Control Desk,NRC/NRR",,Hettel W G,Energy Northwest,03/08/2013,05000397,"Letter,Licensee Event Report (LER)",LER 12-006-01,226.83 Kb
LER 04-007-00 Columbia Generating Station Regarding Detection of Contraband at Protected Area Access Control Checkpoint.,ML042880434,"NRC/Document Control Desk,NRC/NRR",,Coleman D W,Energy Northwest,09/28/2004,05000397,"Letter,Licensee Event Report (LER)",LER 004-007-00,225.32 Kb
LER 04-003-00 for Columbia Generating Station re Detection of Contraband at Protected Area Access Control Checkpoint.,ML042310582,"NRC/Document Control Desk,NRC/NRR",,Coleman D W,Energy Northwest,08/12/2004,05000397,"Letter,Licensee Event Report (LER)",,225.1 Kb
LER 11-004-00 for Columbia Generating Station Regarding Secondary Containment Low Differential Pressure due to Ice Buildup.,ML12055A390,"NRC/Document Control Desk,NRC/NRR",,Sawatzke B J,Energy Northwest,02/08/2012,05000397,"Letter,Licensee Event Report (LER)",LER 11-004-00,223.25 Kb
LER 12-006-00 for Columbia Generating Station Regarding Both Divisions of SDC Isolation Valves Made Inoperable.,ML12328A015,"NRC/Document Control Desk,NRC/NRR",,Hettel W G,Energy Northwest,11/19/2012,05000397,"Letter,Licensee Event Report (LER)",LER 12-006-00,222.72 Kb
LER 05-003-00 for Columbia Generating Station re Reactor Trip Due to Digital Electro-Hydraulic (DEH) Control System Failure.,ML052350179,"NRC/Document Control Desk,NRC/NRR",,Oxenford W S,Energy Northwest,08/15/2005,05000397,"Letter,Licensee Event Report (LER)",LER 05-003-00,221.36 Kb
"LER 001-001-00, Columbia Generating Station, Traversing Incore Probe System was Operated Without Administrative Controls as Required by Technical Specification LCO 3.6.1.3, Note 1.",ML011070292,"NRC/Document Control Desk,NRC/NRR",,Smith G O,Energy Northwest,04/10/2001,05000397,Licensee Event Report (LER),LER 01-001-00,221.22 Kb
LER 12-004-02 for Columbia Generating Station Regarding Failure to Meet Technical Specifications Completion Time for Offsite Power.,ML13080A256,"NRC/Document Control Desk,NRC/NRR",,Hettel W G,Energy Northwest,03/13/2013,05000397,"Letter,Licensee Event Report (LER)",LER 12-004-02,221.14 Kb
LER 00-008-00 FOR COLUMBIA STATION RE UNEXPECTED LOW PRESSURE IN THE CONTAINMENT INSTRUMENT AIR SYSTEM RESULTS IN ACTUATION OF SAFETY RELATED BOTTLED NITROGEN SOURCE TO MAINTAIN OPERATING PRESSURE FOR THE AUTOMATIC DEPRESSURIZATION SYSTEM.,ML010220414,"NRC/Document Control Desk,NRC/NRR",,Smith G O,Energy Northwest,01/12/2001,05000397,Licensee Event Report (LER),LER 00-008-00,218.83 Kb
LER 01-003-00 for Columbia Generating Station Regarding Inoperable High Pressure Core Spray (HPCS) System Due to Lower System Pressure.,ML040290595,"NRC/Document Control Desk,NRC/NRR",,Webring R L,Energy Northwest,01/20/2004,05000397,"Letter,Licensee Event Report (LER)",LER 01-003-00,218.63 Kb
LER 03-010-00 for Columbia Generating Station Regarding Unanticipated Inoperability of the Single Train High Pressure Core Spray System.,ML033530427,"NRC/Document Control Desk,NRC/NRR",,Webring R L,Energy Northwest,12/08/2003,05000397,"Letter,Licensee Event Report (LER)",LER 03-010-00,217.84 Kb
LER 12-004-01 for Columbia Generating Station Regarding Failure to Meet Technical Specifications Completion Time for Offsite Power.,ML12348A010,"NRC/Document Control Desk,NRC/NRR",,Hettel W G,Energy Northwest,11/30/2012,05000397,"Letter,Licensee Event Report (LER)",LER 12-004-01,215.46 Kb
LER 03-012-00 for Columbia Generating Station regarding Unanticipated Inoperability of Both Trains of Control Room Emergency Filtration System.,ML040140319,"NRC/Document Control Desk,NRC/NRR",,Atkinson D K,Energy Northwest,01/05/2004,05000397,"Letter,Licensee Event Report (LER)",LER 03-012-00,212.34 Kb
LER 12-004-00 for Columbia Regarding Failure to Meet Technical Specifications Completion Time for Offsite Power.,ML12310A228,"NRC/Document Control Desk,NRC/NRR",,Hettel W G,Energy Northwest,10/19/2012,05000397,"Letter,Licensee Event Report (LER)",LER 12-004-00,189.15 Kb
"WNP-2, MANUAL REACTOR SCRAM DUE TO LOSS OF CONDENSER VACUUM, LER 00-007-00",ML003762455,"NRC/Document Control Desk,NRC/NRR",,"Brownlee R E,Smith G O",Energy Northwest,10/17/2000,05000397,Licensee Event Report (LER),LER 00-007-00,169.95 Kb
LER 93-002-01 for Washington Nuclear Power Plant - Unit 2 re: Reactor Scram Due to Low RPV Level as a Result of Loss of Reactor Feedwater Pump Caused by an Inadvertent Actuation of the Deluge System.,ML091520507,"NRC/Document Control Desk,NRC/NRR",,Parrish J V,Energy Northwest,06/11/1993,05000397,"Letter,Licensee Event Report (LER)",LER 93-002-01,67.4 Kb
